worker_type,spouse_type,birth_yr,claim_age,age,year,marginal_irr_scheduled,marginal_irr_payable
high,high,1980,65,45,2025,0.019399566540525992,0.004863200795929057
high,high,1980,65,46,2026,0.01929965957964974,0.00400493423467263
high,high,1980,65,47,2027,0.019357619664904346,0.0032194170157755497
high,high,1980,65,48,2028,0.019256501884784782,0.0021798551141356537
high,high,1980,65,49,2029,0.019444074066587103,0.001305388651776429
high,high,1980,65,50,2030,0.019474616660172472,1.3685325190415654e-4
high,high,1980,65,51,2031,0.019390574590682386,-0.0013114436479737535
high,high,1980,65,52,2032,0.01969301824370384,-0.002590578145365785
high,high,1980,65,53,2033,-0.006250603936704735,-0.029756125763953367
high,high,1980,65,54,2034,-0.048152896708185455,-0.07268849847099657
high,high,1980,65,55,2035,-0.054401330209701504,-0.08117372748508678
high,high,1980,65,56,2036,-0.09332406603415189,-0.12180487103291027
high,high,1980,65,57,2037,-0.11745429683487452,-0.14857803419067994
high,high,1980,65,58,2038,-0.15607915148792773,-0.19002388042005725
high,high,1980,65,59,2039,-0.20840620507186824,-0.2453974994233682
high,high,1980,65,60,2040,-0.27893785978553687,-0.3191916488850596
high,high,1980,65,61,2041,-0.37329184338018895,-0.4167505342345459
high,high,1980,65,62,2042,-0.502153207416414,-0.5475700952381228
high,high,1980,65,63,2043,-0.6863996376631467,-0.728367014308809
high,high,1980,65,64,2044,-0.9281302925853239,-0.9460824693583338
high,high,1985,65,21,2006,NA,NA
high,high,1985,65,22,2007,NA,NA
high,high,1985,65,23,2008,NA,NA
high,high,1985,65,24,2009,NA,NA
high,high,1985,65,25,2010,NA,NA
high,high,1985,65,26,2011,NA,NA
high,high,1985,65,27,2012,NA,NA
high,high,1985,65,28,2013,NA,NA
high,high,1985,65,29,2014,NA,NA
high,high,1985,65,30,2015,0.005682191398643788,-0.0030422768801031674
high,high,1985,65,31,2016,-0.07491600491150385,-0.08317315279996573
high,high,1985,65,32,2017,-0.0785479800150457,-0.08703726325484129
high,high,1985,65,33,2018,-0.08095626295981406,-0.08966522728129911
high,high,1985,65,34,2019,-0.08342189486275053,-0.09239696912105422
high,high,1985,65,35,2020,-0.08704592773172681,-0.09629667607192205
high,high,1985,65,36,2021,-0.09196532621067122,-0.10145331320208095
high,high,1985,65,37,2022,0.012424457341633,0.001459069670176616
high,high,1985,65,38,2023,0.018513519884751695,0.007073684801934821
high,high,1985,65,39,2024,0.018572797525327145,0.0066948057213616075
high,high,1985,65,40,2025,0.01856167561788946,0.006212543869943188
high,high,1985,65,41,2026,0.018488544395906192,0.005627690277726138
high,high,1985,65,42,2027,0.018367178981495202,0.0049530961628903025
high,high,1985,65,43,2028,0.018386173196597966,0.004367484485901851
high,high,1985,65,44,2029,0.018348185019045893,0.003665447830852875
high,high,1985,65,45,2030,0.01836568768682434,0.0029550738993053827
high,high,1985,65,46,2031,0.018386800871209585,0.0021713115640726866
high,high,1985,65,47,2032,0.018320338942302783,0.0012124868460783311
high,high,1985,65,48,2033,0.018316334004960133,2.1168100969837234e-4
high,high,1985,65,49,2034,0.018377120669139435,-8.498610226393977e-4
high,high,1985,65,50,2035,0.018477735455646238,-0.0020195510738765243
high,high,1985,65,51,2036,0.018755145744016266,-0.0031969085146184018
high,high,1985,65,52,2037,0.018978920737968474,-0.004648453404779707
high,high,1985,65,53,2038,-0.0067513649292267885,-0.031674842056156116
high,high,1985,65,54,2039,-0.04820873472365805,-0.07423507394347995
high,high,1985,65,55,2040,-0.054715960518983975,-0.08310349991601695
high,high,1985,65,56,2041,-0.09376469480362004,-0.12396395242398217
high,high,1985,65,57,2042,-0.11753751752834496,-0.15054109567346186
high,high,1985,65,58,2043,-0.15584797878265289,-0.19183800659726635
high,high,1985,65,59,2044,-0.20850131470971545,-0.24773812279902296
high,high,1985,65,60,2045,-0.28129612667548465,-0.3238012306402951
high,high,1985,65,61,2046,-0.3741118357920543,-0.4200768935930501
high,high,1985,65,62,2047,-0.49642560955095627,-0.5450956357889436
high,high,1985,65,63,2048,-0.6927415978959361,-0.7361611442868858
high,high,1985,65,64,2049,-0.9285814252277577,-0.9473778380422497
high,high,1990,65,21,2011,NA,NA
high,high,1990,65,22,2012,NA,NA
high,high,1990,65,23,2013,NA,NA
high,high,1990,65,24,2014,NA,NA
high,high,1990,65,25,2015,NA,NA
high,high,1990,65,26,2016,NA,NA
high,high,1990,65,27,2017,NA,NA
high,high,1990,65,28,2018,NA,NA
high,high,1990,65,29,2019,NA,NA
high,high,1990,65,30,2020,0.00581561248198037,-0.0034493114802818248
high,high,1990,65,31,2021,-0.07527443574185344,-0.0840294052271221
high,high,1990,65,32,2022,-0.077692786755991,-0.08670262035083054
high,high,1990,65,33,2023,-0.08110394799457099,-0.09035371188899177
high,high,1990,65,34,2024,-0.08351151972634963,-0.09301780356538059
high,high,1990,65,35,2025,-0.0871111748969493,-0.09692593160304375
high,high,1990,65,36,2026,-0.09028452905741358,-0.1004018807880056
high,high,1990,65,37,2027,0.012054781962864913,4.1695088468007846e-4
high,high,1990,65,38,2028,0.017643198534227356,0.0055100304618513896
high,high,1990,65,39,2029,0.017594323441497473,0.004997506292879317
high,high,1990,65,40,2030,0.017639694134492956,0.004541406858041608
high,high,1990,65,41,2031,0.01748142834845967,0.0038444300375086726
high,high,1990,65,42,2032,0.017513406136239418,0.0032854529490851103
high,high,1990,65,43,2033,0.017507366313932904,0.002638413094929959
high,high,1990,65,44,2034,0.017472776648641775,0.0019017896124848832
high,high,1990,65,45,2035,0.01741135130132765,0.001068365677509453
high,high,1990,65,46,2036,0.01762458373885578,4.2622774880007874e-4
high,high,1990,65,47,2037,0.017646752960580603,-4.993920415251596e-4
high,high,1990,65,48,2038,0.017846147661735534,-0.0013613356270310017
high,high,1990,65,49,2039,0.017900626813175613,-0.002495873263240078
high,high,1990,65,50,2040,0.018021889621421705,-0.0037227306580110975
high,high,1990,65,51,2041,0.01833116685083591,-0.004954617862342858
high,high,1990,65,52,2042,0.01842295339314881,-0.006636236739127943
high,high,1990,65,53,2043,-0.007067578846426836,-0.03350620646461
high,high,1990,65,54,2044,-0.04876318266261592,-0.07636312050407379
high,high,1990,65,55,2045,-0.054780068642425905,-0.08490176426280382
high,high,1990,65,56,2046,-0.09436218173735478,-0.12637007638406195
high,high,1990,65,57,2047,-0.11742500603704598,-0.15244367441929385
high,high,1990,65,58,2048,-0.156552956251505,-0.1946764909850761
high,high,1990,65,59,2049,-0.20860902934441028,-0.2502154330673805
high,high,1990,65,60,2050,-0.2802542840929536,-0.32538054367369906
high,high,1990,65,61,2051,-0.3732768889443211,-0.4220221518340561
high,high,1990,65,62,2052,-0.4993927250570912,-0.5506191567650351
high,high,1990,65,63,2053,-0.6917780799657351,-0.7378378710348131
high,high,1990,65,64,2054,-0.9300646359909396,-0.9494162798608087
high,high,1995,65,21,2016,NA,NA
high,high,1995,65,22,2017,NA,NA
high,high,1995,65,23,2018,NA,NA
high,high,1995,65,24,2019,NA,NA
high,high,1995,65,25,2020,NA,NA
high,high,1995,65,26,2021,NA,NA
high,high,1995,65,27,2022,NA,NA
high,high,1995,65,28,2023,NA,NA
high,high,1995,65,29,2024,NA,NA
high,high,1995,65,30,2025,0.006965478342856768,-0.0028022214242084953
high,high,1995,65,31,2026,-0.07501828636017094,-0.08425835052758057
high,high,1995,65,32,2027,-0.07719308057969498,-0.08667746458743819
high,high,1995,65,33,2028,-0.08026689965421652,-0.09002475899110085
high,high,1995,65,34,2029,-0.08382150924961473,-0.09384977856517751
high,high,1995,65,35,2030,-0.08722340475580237,-0.09754850000473847
high,high,1995,65,36,2031,-0.08933163260953114,-0.09997669531587028
high,high,1995,65,37,2032,0.012416791800212046,1.5636447527644926e-4
high,high,1995,65,38,2033,0.018139447868034564,0.005355463197413757
high,high,1995,65,39,2034,0.018084012402852512,0.0048120500964583535
high,high,1995,65,40,2035,0.0181255302433585,0.004325857205504269
high,high,1995,65,41,2036,0.018320868039134908,0.003947374220245825
high,high,1995,65,42,2037,0.0184016427838678,0.003406763834514104
high,high,1995,65,43,2038,0.018466045197756742,0.0027941780494404878
high,high,1995,65,44,2039,0.0186068057499027,0.0021925736084404956
high,high,1995,65,45,2040,0.01880174051288419,0.0015693126260372114
high,high,1995,65,46,2041,0.018898254354847266,7.665736157429492e-4
high,high,1995,65,47,2042,0.019183773632629686,4.766451864113286e-5
high,high,1995,65,48,2043,0.019339562212682848,-9.122040616358351e-4
high,high,1995,65,49,2044,0.01969255565941319,-0.0018203062157918781
high,high,1995,65,50,2045,0.019867179860190154,-0.0030675881419298667
high,high,1995,65,51,2046,0.020359060077205227,-0.004205687355111065
high,high,1995,65,52,2047,0.020875656630375605,-0.005566862797682592
high,high,1995,65,53,2048,-0.004606506732523941,-0.032508202102195516
high,high,1995,65,54,2049,-0.046127052908991106,-0.0752568505628165
high,high,1995,65,55,2050,-0.051857080939344935,-0.08365984554285733
high,high,1995,65,56,2051,-0.09071929310492466,-0.12453999255851378
high,high,1995,65,57,2052,-0.11430352462785687,-0.15128127074458442
high,high,1995,65,58,2053,-0.15239005978360076,-0.19271206414040054
high,high,1995,65,59,2054,-0.20464284348851447,-0.248606269612756
high,high,1995,65,60,2055,-0.2760737522798611,-0.3238163984351926
high,high,1995,65,61,2056,-0.36693448278054774,-0.41868902168376976
high,high,1995,65,62,2057,-0.49508964062600247,-0.5493666180617414
high,high,1995,65,63,2058,-0.6848071074646636,-0.7342326221351353
high,high,1995,65,64,2059,-0.927503742248594,-0.948473794557123
high,high,2000,65,21,2021,NA,NA
high,high,2000,65,22,2022,NA,NA
high,high,2000,65,23,2023,NA,NA
high,high,2000,65,24,2024,NA,NA
high,high,2000,65,25,2025,NA,NA
high,high,2000,65,26,2026,NA,NA
high,high,2000,65,27,2027,NA,NA
high,high,2000,65,28,2028,NA,NA
high,high,2000,65,29,2029,NA,NA
high,high,2000,65,30,2030,0.006272525836953591,-0.0037967420847938582
high,high,2000,65,31,2031,-0.07567741643661496,-0.08519771499381179
high,high,2000,65,32,2032,-0.07793489032121792,-0.0877142440035078
high,high,2000,65,33,2033,-0.0813891402848218,-0.09143576232335815
high,high,2000,65,34,2034,-0.08388429784657658,-0.094234105183162
high,high,2000,65,35,2035,-0.08691995781814155,-0.09756702803018713
high,high,2000,65,36,2036,-0.09099903037690271,-0.10197299583235153
high,high,2000,65,37,2037,0.011934341194090647,-7.060332932702362e-4
high,high,2000,65,38,2038,0.017772386674723917,0.0045900487702987824
high,high,2000,65,39,2039,0.017814964444505366,0.004129149940737431
high,high,2000,65,40,2040,0.01788158889084346,0.0036508469448215397
high,high,2000,65,41,2041,0.017985018840783074,0.003164107697814167
high,high,2000,65,42,2042,0.018120512275805245,0.0026583591472681967
high,high,2000,65,43,2043,0.018220886255866597,0.0020597324263580408
high,high,2000,65,44,2044,0.018321881112240757,0.0013961777821887011
high,high,2000,65,45,2045,0.01862163916032422,8.513850223459407e-4
high,high,2000,65,46,2046,0.018781823081845284,8.249490318434916e-5
high,high,2000,65,47,2047,0.019012724334737108,-7.2031450298915e-4
high,high,2000,65,48,2048,0.01926293342329588,-0.0016237834902911308
high,high,2000,65,49,2049,0.019559873342310352,-0.002624193541732156
high,high,2000,65,50,2050,0.01996649440968823,-0.003689101287403851
high,high,2000,65,51,2051,0.020251682283687344,-0.005079296473673445
high,high,2000,65,52,2052,0.02084463138959336,-0.0064247149580887175
high,high,2000,65,53,2053,-0.004561032223938666,-0.033335112490548435
high,high,2000,65,54,2054,-0.04612304366262521,-0.07616226330927955
high,high,2000,65,55,2055,-0.05186300923996778,-0.08465409207399155
high,high,2000,65,56,2056,-0.09081199763918213,-0.12568606077939748
high,high,2000,65,57,2057,-0.11424216489651917,-0.1523670494521836
high,high,2000,65,58,2058,-0.15169535543823698,-0.1932969321735496
high,high,2000,65,59,2059,-0.2042703765874203,-0.24960857553829507
high,high,2000,65,60,2060,-0.2764042763517802,-0.32559104144579065
high,high,2000,65,61,2061,-0.36747592162703613,-0.42075568957095655
high,high,2000,65,62,2062,-0.49600803038357755,-0.5517943345996132
high,high,2000,65,63,2063,-0.6842086279442573,-0.7351774627384495
high,high,2000,65,64,2064,-0.9260511619868266,-0.9479935015999024
high,high,2005,65,21,2026,NA,NA
high,high,2005,65,22,2027,NA,NA
high,high,2005,65,23,2028,NA,NA
high,high,2005,65,24,2029,NA,NA
high,high,2005,65,25,2030,NA,NA
high,high,2005,65,26,2031,NA,NA
high,high,2005,65,27,2032,NA,NA
high,high,2005,65,28,2033,NA,NA
high,high,2005,65,29,2034,NA,NA
high,high,2005,65,30,2035,0.0058052635388121665,-0.004390863687544044
high,high,2005,65,31,2036,-0.07570423834471285,-0.08535049636619052
high,high,2005,65,32,2037,-0.07882061511824823,-0.08872152924983079
high,high,2005,65,33,2038,-0.08068883339018817,-0.09087822898376507
high,high,2005,65,34,2039,-0.08401088143635571,-0.09448619578597917
high,high,2005,65,35,2040,-0.08775710628491717,-0.09853428342889226
high,high,2005,65,36,2041,-0.09056270925609067,-0.10167934482030927
high,high,2005,65,37,2042,0.011815618600724775,-9.894336408502458e-4
high,high,2005,65,38,2043,0.017548912263705807,0.004197263225639514
high,high,2005,65,39,2044,0.01767680540123684,0.003813650113653644
high,high,2005,65,40,2045,0.01776230192483519,0.0033472223536739065
high,high,2005,65,41,2046,0.01794428431487316,0.0029305328102497974
high,high,2005,65,42,2047,0.01802979743004851,0.0023667553104245176
high,high,2005,65,43,2048,0.0182327043367303,0.001860315011017688
high,high,2005,65,44,2049,0.01842545857864919,0.0012766698979627122
high,high,2005,65,45,2050,0.0185992593273272,5.977932044369805e-4
high,high,2005,65,46,2051,0.018837356116763404,-1.0716519631004395e-4
high,high,2005,65,47,2052,0.019100861071555952,-8.910261042811563e-4
high,high,2005,65,48,2053,0.01935896479456356,-0.0018019494779649703
high,high,2005,65,49,2054,0.01970337845403347,-0.0027731176781785605
high,high,2005,65,50,2055,0.02007728312820456,-0.003888350476257907
high,high,2005,65,51,2056,0.02043023305088254,-0.005234547509681997
high,high,2005,65,52,2057,0.02096671700465058,-0.006660198361967851
high,high,2005,65,53,2058,-0.0044463807098541475,-0.03359682268449482
high,high,2005,65,54,2059,-0.045801112292936486,-0.07623989345122306
high,high,2005,65,55,2060,-0.05177241346476391,-0.08499176375833184
high,high,2005,65,56,2061,-0.09067179852314211,-0.12599889689566213
high,high,2005,65,57,2062,-0.11419173084723078,-0.15281183622813144
high,high,2005,65,58,2063,-0.15206354524158772,-0.19417977905333283
high,high,2005,65,59,2064,-0.2038823536309562,-0.24982192661286573
high,high,2005,65,60,2065,-0.2760766313068047,-0.3259131849824305
high,high,2005,65,61,2066,-0.36840684524205003,-0.4222781214743353
high,high,2005,65,62,2067,-0.4944206844934399,-0.5510866338730873
high,high,2005,65,63,2068,-0.6848662229888424,-0.7363328681488195
high,high,2005,65,64,2069,-0.9261729021683769,-0.9483181146673217
high,high,2010,65,21,2031,NA,NA
high,high,2010,65,22,2032,NA,NA
high,high,2010,65,23,2033,NA,NA
high,high,2010,65,24,2034,NA,NA
high,high,2010,65,25,2035,NA,NA
high,high,2010,65,26,2036,NA,NA
high,high,2010,65,27,2037,NA,NA
high,high,2010,65,28,2038,NA,NA
high,high,2010,65,29,2039,NA,NA
high,high,2010,65,30,2040,0.005690738743100665,-0.004464203434495495
high,high,2010,65,31,2041,-0.07590567047945784,-0.0855109102266779
high,high,2010,65,32,2042,-0.07845893424171191,-0.08832464892208391
high,high,2010,65,33,2043,-0.0815483475952733,-0.09168792498993761
high,high,2010,65,34,2044,-0.08433886973250149,-0.09476962371907138
high,high,2010,65,35,2045,-0.08739027522000886,-0.09813267682431148
high,high,2010,65,36,2046,-0.09054485123311229,-0.10161646998319585
high,high,2010,65,37,2047,0.011732043012232296,-0.0010219851996254858
high,high,2010,65,38,2048,0.017575046996407107,0.004275707331415024
high,high,2010,65,39,2049,0.017731812060628016,0.003922305624705746
high,high,2010,65,40,2050,0.017840509955832085,0.003480863865742867
high,high,2010,65,41,2051,0.01799519687149953,0.0030395672149829966
high,high,2010,65,42,2052,0.018155911982659756,0.002552440519243193
high,high,2010,65,43,2053,0.018297455696986598,0.0019882180846719777
high,high,2010,65,44,2054,0.01850019099051914,0.0014173478621601898
high,high,2010,65,45,2055,0.018715451212911294,7.824059268348726e-4
high,high,2010,65,46,2056,0.018978680274679194,1.057842512846019e-4
high,high,2010,65,47,2057,0.019210664499940355,-7.051353839255814e-4
high,high,2010,65,48,2058,0.01952733509035709,-0.001554243116375864
high,high,2010,65,49,2059,0.019825496286983713,-0.0025657758665803554
high,high,2010,65,50,2060,0.020193012807095956,-0.003681706366405635
high,high,2010,65,51,2061,0.020568631630852652,-0.004999677399599944
high,high,2010,65,52,2062,0.02107449212367274,-0.006447417339599082
high,high,2010,65,53,2063,-0.004350220529851123,-0.03339033205700237
high,high,2010,65,54,2064,-0.045810969718539596,-0.07613058126844985
high,high,2010,65,55,2065,-0.05171286944652309,-0.08480596032504195
high,high,2010,65,56,2066,-0.09061881231292113,-0.12581031172089863
high,high,2010,65,57,2067,-0.11421080785632531,-0.15268060098454983
high,high,2010,65,58,2068,-0.15192715156333958,-0.1938874633969997
high,high,2010,65,59,2069,-0.20424584021668402,-0.24998965026908493
high,high,2010,65,60,2070,-0.27629983464839125,-0.325926696328941
high,high,2010,65,61,2071,-0.3676928765934787,-0.42142754897241985
high,high,2010,65,62,2072,-0.4944889205352794,-0.5509373427478022
high,high,2010,65,63,2073,-0.6842887907450919,-0.735658666846103
high,high,2010,65,64,2074,-0.9262088001156786,-0.9482703664270618
high,low,1930,65,21,1951,NA,NA
high,low,1930,65,22,1952,NA,NA
high,low,1930,65,23,1953,NA,NA
high,low,1930,65,24,1954,NA,NA
